Title,Category,Sub-category,Post Text,URL
Listing issues,Amazon Custom,Amazon Custom Forum,I listed a product on amazon and now I am receiving a message from someone telling me that I am not authorized to sell their items on amazon. How can I deal with that?,https://sellercentral.amazon.com/forums/t/listing-issues/311446
Real-time automated Seller Feedback Protection,Amazon Custom,Amazon Custom Forum,"any automated Feedback Monitoring and Removal system.?? i want to know about removing negative feedback ? Edited by: Big Savings Store on May 18, 2017 6:38 AM",https://sellercentral.amazon.com/forums/t/real-time-automated-seller-feedback-protection/309314
Bamboozled: Unfair Charges?,Amazon Custom,Amazon Custom Forum,"I ordered 12 essential oils from Mystic Moments. They made a mistake and I only received 4 items. After they re-shipped the rest using a different method, I realized they directed all billings to me without my knowledge or approval. Now FedEx is requesting I pay $20 in custom and duty fees. Is this right? Shouldn’t they take responsibility for their mistake and pay? Note: Keep in mind, I have ordered several times from them and was never charged custom fees. They used a different delivery method because of their mistake. On Amazon, they let you know before hand.",https://sellercentral.amazon.com/forums/t/bamboozled-unfair-charges/308867
Colors,Amazon Custom,Amazon Custom Forum,"Is there a way to add colors “black” and also “matte black”? I tried this once but the interface makes it confusing for the end user (and me), the color choices only have a swatch and no “color name” on the order/custom screen Thanks!",https://sellercentral.amazon.com/forums/t/colors/301649
Where can I find tracking number for a FBA customer that has not received o,Amazon Custom,Amazon Custom Forum,I have customers that want a tracking number -they haven’t recv’d their product. where can i find this-I’m a FBA seller,https://sellercentral.amazon.com/forums/t/where-can-i-find-tracking-number-for-a-fba-customer-that-has-not-received-o/242049
Amazon trade in gift card in to cash,Amazon Custom,Amazon Custom Forum,Hi Do any one know how to exchange Amazon trade in gift card into cash? i traded in book to amazon they add money on my amazon account and it shows on last 4 gift card number. example: xxxxxxxx1234. Do anyone know how to cash out…,https://sellercentral.amazon.com/forums/t/amazon-trade-in-gift-card-in-to-cash/301295
Custom list can not upload image,Amazon Custom,Amazon Custom Forum,"As a buyer I tried some custom list, when i upload my image got all same Error Message, just like attachment. I tried Chrome and IE browser, neither can upload. Then i tried different computers with same result. So, I was wondering what is the problem?",https://sellercentral.amazon.com/forums/t/custom-list-can-not-upload-image/297883
Custom Upload - Surface 2,Amazon Custom,Amazon Custom Forum,"Has anyone figured out how to upload two surfaces for custom products using the the “Enable Custom via Upload”? If I rename Surface1 to Surface2, the new Surface2 data just overwrites what was in Surface1 from my first upload. Template v4.2 references that you can’t do it in one upload, but there has to be a way for a second upload to apply to a second surface. ""2. This file does not support the upload of listings with multiple customizable surfaces (i.e. front and back). To create a multi-surface listing you must use the ‘Enable Customization’ """,https://sellercentral.amazon.com/forums/t/custom-upload-surface-2/297402
How do I get the different description feature on my page?,Amazon Custom,Amazon Custom Forum,How do I get the content on my page that has our logo at the top and the “description” and “benefits” tabs? Along with that there are “complete the look” tabs that allow people to easily buy multiple products. I thought it would be an Enhanced Brand Content feature but it’s not. Can anyone let me know if they know how to access this feature? Thanks.,https://sellercentral.amazon.com/forums/t/how-do-i-get-the-different-description-feature-on-my-page/297095
Custom order information seems wrong. How can I cancel it?,Amazon Custom,Amazon Custom Forum,"I have a customer who ordered a pair of pregnancy announcement onesies that are customized for wording (she can fill in a form with the date and wording she wants on her shirt). Well she put this: Hi Nama and Papa Est. Dec. 2018 It’s March of 2017 so pretty sure there are two typos on there (most likely Nana instead of Nama). Plus, she ordered two onesies with expedited mail service. To me it seems weird that she would even order two onesies with Nana and Papa since the grandparents usually have different names, but I could live with that. I have emailed her and she does not answer. If she doesn’t answer within my shipping window I think I should cancel the order rather than risk her trying to return two shirts that she made a mistake on. But in the order cancellation reasons, there is nothing I can select for this case. The only thing that doesn’t make me look bad is possibly “general adjustment”? Any advice?",https://sellercentral.amazon.com/forums/t/custom-order-information-seems-wrong-how-can-i-cancel-it/288654
